Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Ease of Online booking,Food and drink,satisfaction
Loyal Customer,48,Business travel,Eco Plus,842,3,3,3,satisfied
Loyal Customer,38,Business travel,Business,2710,5,5,4,satisfied
Loyal Customer,52,Business travel,Business,1861,5,5,4,satisfied
Loyal Customer,25,Business travel,Business,2125,4,4,4,neutral or dissatisfied
Loyal Customer,19,Personal Travel,Eco,599,1,1,2,neutral or dissatisfied
Loyal Customer,11,Business travel,Eco Plus,2631,5,5,5,satisfied
disloyal Customer,25,Business travel,Business,733,0,0,3,satisfied
Loyal Customer,34,Personal Travel,Eco,1052,4,4,2,satisfied
disloyal Customer,22,Business travel,Business,761,4,5,5,satisfied
Loyal Customer,33,Personal Travel,Eco,113,4,4,5,neutral or dissatisfied
Loyal Customer,44,Business travel,Eco,944,3,3,3,neutral or dissatisfied
Loyal Customer,35,Business travel,Business,1634,2,5,2,neutral or dissatisfied
Loyal Customer,45,Business travel,Eco,680,2,5,1,neutral or dissatisfied
disloyal Customer,22,Business travel,Eco,534,2,2,1,neutral or dissatisfied
Loyal Customer,60,Personal Travel,Eco,641,4,5,4,satisfied
Loyal Customer,32,Personal Travel,Eco,1009,3,3,1,neutral or dissatisfied
Loyal Customer,42,Business travel,Business,2599,2,4,4,satisfied
disloyal Customer,22,Business travel,Business,1589,5,5,3,satisfied
Loyal Customer,23,Personal Travel,Business,728,1,1,4,neutral or dissatisfied
Loyal Customer,33,Business travel,Business,1340,2,2,4,satisfied
Loyal Customer,54,Personal Travel,Eco,223,1,1,2,neutral or dissatisfied
disloyal Customer,23,Business travel,Eco,602,2,2,2,neutral or dissatisfied
Loyal Customer,40,Business travel,Business,459,4,4,4,satisfied
Loyal Customer,34,Business travel,Business,2621,1,1,5,satisfied
disloyal Customer,20,Business travel,Eco,110,3,3,4,neutral or dissatisfied
disloyal Customer,22,Business travel,Business,651,4,4,4,satisfied
disloyal Customer,19,Business travel,Eco,287,5,5,1,satisfied
Loyal Customer,11,Personal Travel,Eco,417,1,1,3,neutral or dissatisfied
Loyal Customer,28,Business travel,Eco,679,5,1,5,satisfied
Loyal Customer,12,Personal Travel,Eco,758,3,3,4,neutral or dissatisfied
Loyal Customer,45,Business travel,Business,175,5,5,5,satisfied
Loyal Customer,10,Personal Travel,Eco,822,0,1,5,satisfied
Loyal Customer,62,Business travel,Eco,283,1,1,1,neutral or dissatisfied
disloyal Customer,39,Business travel,Eco,180,3,2,5,neutral or dissatisfied
Loyal Customer,53,Business travel,Business,1907,1,1,2,satisfied
Loyal Customer,46,Business travel,Business,2870,5,5,4,satisfied
Loyal Customer,39,Personal Travel,Eco,341,3,3,4,neutral or dissatisfied
Loyal Customer,56,Business travel,Business,1562,1,1,5,satisfied
Loyal Customer,43,Business travel,Business,3061,5,3,5,satisfied
Loyal Customer,32,Business travel,Business,2936,2,4,2,neutral or dissatisfied
Loyal Customer,25,Business travel,Business,3681,3,3,4,satisfied
Loyal Customer,49,Business travel,Business,2172,3,3,3,neutral or dissatisfied
Loyal Customer,27,Business travel,Business,1728,2,2,4,satisfied
Loyal Customer,17,Business travel,Business,1891,2,2,4,satisfied
Loyal Customer,39,Personal Travel,Eco,296,2,4,5,neutral or dissatisfied
Loyal Customer,60,Personal Travel,Eco,1023,2,2,1,neutral or dissatisfied
Loyal Customer,37,Business travel,Business,1448,3,3,2,satisfied
Loyal Customer,38,Personal Travel,Eco,209,4,0,1,satisfied
Loyal Customer,56,Personal Travel,Eco,646,4,4,4,neutral or dissatisfied
Loyal Customer,37,Business travel,Business,2762,1,1,3,satisfied
disloyal Customer,20,Business travel,Eco,250,2,2,4,neutral or dissatisfied
Loyal Customer,27,Personal Travel,Eco,197,2,2,2,neutral or dissatisfied
Loyal Customer,35,Business travel,Eco Plus,1269,5,5,5,satisfied
Loyal Customer,39,Business travel,Business,1966,1,1,5,satisfied
Loyal Customer,14,Personal Travel,Eco,549,2,2,4,neutral or dissatisfied
disloyal Customer,21,Business travel,Business,1303,0,0,3,satisfied
Loyal Customer,44,Personal Travel,Eco,447,2,2,5,neutral or dissatisfied
Loyal Customer,32,Business travel,Business,1014,3,3,2,satisfied
Loyal Customer,44,Personal Travel,Eco,675,1,0,2,neutral or dissatisfied
disloyal Customer,30,Business travel,Business,746,3,3,4,neutral or dissatisfied
Loyal Customer,60,Business travel,Business,2775,0,0,2,satisfied
Loyal Customer,27,Personal Travel,Eco,587,3,3,1,neutral or dissatisfied
Loyal Customer,40,Business travel,Business,666,2,2,2,satisfied
Loyal Customer,79,Business travel,Business,177,1,4,3,neutral or dissatisfied
Loyal Customer,48,Business travel,Business,3078,3,3,5,satisfied
Loyal Customer,43,Business travel,Business,632,3,2,4,satisfied
Loyal Customer,41,Personal Travel,Eco,266,4,4,3,neutral or dissatisfied
Loyal Customer,24,Business travel,Eco Plus,1074,3,5,3,neutral or dissatisfied
Loyal Customer,68,Personal Travel,Eco,1182,5,5,5,satisfied
disloyal Customer,20,Business travel,Business,1129,0,0,5,satisfied
Loyal Customer,49,Business travel,Business,338,2,2,5,satisfied
Loyal Customer,34,Personal Travel,Eco,1096,3,3,2,neutral or dissatisfied
Loyal Customer,55,Personal Travel,Eco,1024,3,3,2,neutral or dissatisfied
Loyal Customer,30,Business travel,Business,3506,1,1,3,neutral or dissatisfied
disloyal Customer,44,Business travel,Eco,230,2,2,3,neutral or dissatisfied
Loyal Customer,59,Business travel,Business,3248,4,4,4,satisfied
Loyal Customer,33,Business travel,Business,3538,3,4,3,neutral or dissatisfied
Loyal Customer,62,Personal Travel,Eco,250,2,2,3,neutral or dissatisfied
Loyal Customer,48,Business travel,Eco,546,4,1,1,satisfied
Loyal Customer,40,Personal Travel,Eco,101,2,0,4,neutral or dissatisfied
Loyal Customer,41,Business travel,Business,3517,1,5,4,satisfied
Loyal Customer,7,Personal Travel,Eco,744,2,2,5,neutral or dissatisfied
Loyal Customer,42,Business travel,Business,1084,4,4,3,satisfied
Loyal Customer,50,Personal Travel,Eco Plus,674,3,3,3,neutral or dissatisfied
disloyal Customer,55,Business travel,Eco,199,1,1,4,neutral or dissatisfied
Loyal Customer,16,Business travel,Eco,347,2,4,2,neutral or dissatisfied
Loyal Customer,41,Business travel,Business,2867,4,4,5,satisfied
Loyal Customer,45,Personal Travel,Eco,235,3,3,1,neutral or dissatisfied
Loyal Customer,47,Business travel,Business,599,1,1,4,satisfied
Loyal Customer,28,Business travel,Eco,612,4,4,4,satisfied
disloyal Customer,38,Business travel,Business,164,4,4,1,satisfied
Loyal Customer,54,Personal Travel,Eco,386,4,4,3,neutral or dissatisfied
Loyal Customer,54,Personal Travel,Eco Plus,944,3,3,3,neutral or dissatisfied
Loyal Customer,60,Business travel,Business,89,1,4,3,satisfied
Loyal Customer,29,Personal Travel,Eco,964,2,2,1,neutral or dissatisfied
Loyal Customer,45,Business travel,Business,541,1,1,5,satisfied
Loyal Customer,41,Business travel,Eco,721,3,5,3,satisfied
Loyal Customer,9,Personal Travel,Eco,414,4,4,4,neutral or dissatisfied
Loyal Customer,61,Business travel,Business,3470,3,3,5,satisfied
Loyal Customer,53,Business travel,Business,678,4,4,2,satisfied
Loyal Customer,37,Business travel,Eco,214,1,5,1,neutral or dissatisfied
Loyal Customer,29,Business travel,Business,1121,4,5,5,satisfied
Loyal Customer,54,Business travel,Business,2434,1,1,5,satisfied
Loyal Customer,56,Business travel,Business,645,1,0,2,neutral or dissatisfied
disloyal Customer,38,Business travel,Eco,419,3,3,4,neutral or dissatisfied
Loyal Customer,27,Personal Travel,Eco,1416,1,1,1,neutral or dissatisfied
Loyal Customer,58,Business travel,Eco,642,3,1,3,neutral or dissatisfied
Loyal Customer,55,Personal Travel,Business,179,3,3,2,neutral or dissatisfied
Loyal Customer,59,Business travel,Business,2864,3,3,5,neutral or dissatisfied
Loyal Customer,65,Business travel,Business,1217,3,5,3,neutral or dissatisfied
Loyal Customer,46,Business travel,Business,2938,4,4,5,satisfied
Loyal Customer,39,Business travel,Eco,347,5,1,5,satisfied
disloyal Customer,23,Business travel,Eco,991,1,1,4,neutral or dissatisfied
Loyal Customer,43,Business travel,Business,356,3,3,2,satisfied
Loyal Customer,27,Business travel,Business,2487,2,2,5,satisfied
Loyal Customer,60,Business travel,Business,507,2,2,5,satisfied
Loyal Customer,51,Business travel,Business,2397,2,2,3,satisfied
Loyal Customer,24,Business travel,Business,2357,2,2,4,satisfied
Loyal Customer,48,Personal Travel,Eco,1014,3,3,1,neutral or dissatisfied
Loyal Customer,30,Business travel,Eco,77,1,3,1,neutral or dissatisfied
Loyal Customer,18,Personal Travel,Eco,2611,3,3,3,neutral or dissatisfied
Loyal Customer,38,Personal Travel,Business,737,4,4,3,neutral or dissatisfied
Loyal Customer,36,Personal Travel,Eco,228,2,2,3,neutral or dissatisfied
Loyal Customer,49,Business travel,Eco Plus,109,2,5,1,neutral or dissatisfied
Loyal Customer,41,Business travel,Business,2454,4,4,3,satisfied
Loyal Customer,19,Personal Travel,Eco,130,3,3,2,neutral or dissatisfied
Loyal Customer,54,Business travel,Business,1855,2,2,3,satisfied
Loyal Customer,44,Personal Travel,Eco,378,3,3,2,neutral or dissatisfied
Loyal Customer,57,Business travel,Business,1121,4,4,4,satisfied
Loyal Customer,63,Personal Travel,Eco,628,1,1,3,neutral or dissatisfied
Loyal Customer,48,Business travel,Business,1744,2,2,4,satisfied
Loyal Customer,32,Personal Travel,Eco Plus,395,2,2,2,neutral or dissatisfied
Loyal Customer,38,Business travel,Business,134,1,3,3,neutral or dissatisfied
Loyal Customer,36,Business travel,Business,2421,1,5,4,neutral or dissatisfied
Loyal Customer,43,Business travel,Business,201,0,0,2,satisfied
Loyal Customer,45,Personal Travel,Eco,1089,3,3,2,neutral or dissatisfied
Loyal Customer,24,Personal Travel,Eco,1080,1,1,2,neutral or dissatisfied
disloyal Customer,22,Business travel,Business,964,2,2,2,neutral or dissatisfied
Loyal Customer,28,Personal Travel,Eco,2554,3,3,3,neutral or dissatisfied
Loyal Customer,60,Personal Travel,Eco Plus,404,3,3,1,neutral or dissatisfied
Loyal Customer,10,Personal Travel,Eco,304,3,3,3,neutral or dissatisfied
Loyal Customer,34,Business travel,Business,1965,1,1,3,satisfied
Loyal Customer,28,Personal Travel,Eco,304,2,2,5,neutral or dissatisfied
Loyal Customer,58,Business travel,Business,109,2,2,3,satisfied
Loyal Customer,39,Business travel,Business,2814,2,2,4,satisfied
Loyal Customer,48,Business travel,Business,946,2,2,3,satisfied
Loyal Customer,42,Personal Travel,Eco,164,3,3,4,neutral or dissatisfied
Loyal Customer,72,Business travel,Business,2991,2,5,1,neutral or dissatisfied
Loyal Customer,56,Business travel,Eco,236,3,3,3,neutral or dissatisfied
Loyal Customer,51,Business travel,Business,1989,1,1,3,satisfied
Loyal Customer,37,Business travel,Eco,196,2,3,2,neutral or dissatisfied
Loyal Customer,30,Business travel,Business,2883,4,4,4,satisfied
Loyal Customer,11,Personal Travel,Eco,1022,3,3,4,neutral or dissatisfied
Loyal Customer,48,Personal Travel,Eco,306,3,3,4,neutral or dissatisfied
Loyal Customer,66,Business travel,Eco,837,3,4,3,neutral or dissatisfied
Loyal Customer,29,Personal Travel,Eco,533,3,3,4,neutral or dissatisfied
Loyal Customer,27,Business travel,Business,1846,2,4,2,neutral or dissatisfied
Loyal Customer,65,Personal Travel,Eco,304,2,2,5,neutral or dissatisfied
Loyal Customer,38,Personal Travel,Eco,907,4,3,1,satisfied
Loyal Customer,42,Business travel,Business,2124,4,3,3,satisfied
Loyal Customer,58,Business travel,Eco,246,5,3,3,satisfied
Loyal Customer,37,Business travel,Business,2037,5,5,3,satisfied
Loyal Customer,52,Business travel,Business,691,4,4,2,satisfied
Loyal Customer,53,Business travel,Business,3025,2,1,5,satisfied
Loyal Customer,60,Business travel,Business,748,2,4,4,neutral or dissatisfied
Loyal Customer,47,Personal Travel,Eco,813,3,3,2,neutral or dissatisfied
Loyal Customer,23,Business travel,Business,479,5,5,5,satisfied
disloyal Customer,26,Business travel,Eco,147,2,2,4,neutral or dissatisfied
disloyal Customer,51,Business travel,Eco,548,3,3,2,neutral or dissatisfied
Loyal Customer,36,Personal Travel,Eco,1076,3,3,1,neutral or dissatisfied
Loyal Customer,30,Personal Travel,Eco,1590,5,5,4,satisfied
Loyal Customer,51,Business travel,Business,1947,4,4,5,satisfied
Loyal Customer,57,Personal Travel,Eco,775,1,1,1,neutral or dissatisfied
Loyal Customer,48,Business travel,Business,2745,4,4,4,satisfied
disloyal Customer,22,Business travel,Eco,129,4,4,4,satisfied
Loyal Customer,43,Business travel,Business,3635,2,2,3,satisfied
Loyal Customer,61,Business travel,Business,2384,4,2,1,neutral or dissatisfied
Loyal Customer,47,Business travel,Business,1737,5,5,3,satisfied
Loyal Customer,60,Personal Travel,Eco,248,2,0,2,neutral or dissatisfied
Loyal Customer,33,Personal Travel,Business,1121,3,3,4,neutral or dissatisfied
Loyal Customer,55,Business travel,Eco,419,3,4,4,neutral or dissatisfied
Loyal Customer,55,Personal Travel,Eco,432,2,2,4,neutral or dissatisfied
Loyal Customer,56,Personal Travel,Eco,391,4,4,2,neutral or dissatisfied
Loyal Customer,39,Business travel,Business,1535,3,5,5,satisfied
Loyal Customer,56,Personal Travel,Eco,1995,2,2,4,neutral or dissatisfied
Loyal Customer,45,Personal Travel,Eco,1660,4,4,5,satisfied
disloyal Customer,62,Business travel,Eco,736,5,5,5,satisfied
Loyal Customer,56,Business travel,Business,3358,4,4,4,satisfied
Loyal Customer,49,Business travel,Business,2683,2,2,2,satisfied
Loyal Customer,42,Business travel,Eco Plus,1068,3,3,2,neutral or dissatisfied
Loyal Customer,32,Personal Travel,Eco,563,2,2,3,neutral or dissatisfied
Loyal Customer,38,Business travel,Business,368,2,5,2,neutral or dissatisfied
disloyal Customer,48,Business travel,Business,1276,5,5,1,satisfied
Loyal Customer,59,Business travel,Business,849,2,2,4,satisfied
disloyal Customer,42,Business travel,Business,3904,3,3,3,satisfied
disloyal Customer,57,Business travel,Eco Plus,1148,1,1,1,neutral or dissatisfied
Loyal Customer,17,Personal Travel,Eco,547,2,2,2,neutral or dissatisfied
Loyal Customer,35,Personal Travel,Eco,345,2,2,1,neutral or dissatisfied
Loyal Customer,55,Business travel,Eco,451,2,5,2,neutral or dissatisfied
Loyal Customer,51,Business travel,Eco,999,5,1,4,satisfied
Loyal Customer,57,Business travel,Eco,910,2,4,2,neutral or dissatisfied
Loyal Customer,10,Personal Travel,Eco,102,3,3,1,neutral or dissatisfied
Loyal Customer,58,Business travel,Business,2671,2,2,3,satisfied
Loyal Customer,41,Business travel,Business,2299,1,4,1,satisfied
Loyal Customer,29,Personal Travel,Eco,411,1,1,5,neutral or dissatisfied
Loyal Customer,49,Business travel,Business,1306,1,1,4,satisfied
Loyal Customer,60,Personal Travel,Eco Plus,1009,1,1,5,neutral or dissatisfied
Loyal Customer,31,Business travel,Business,1693,3,2,2,neutral or dissatisfied
disloyal Customer,38,Business travel,Eco,226,3,3,3,neutral or dissatisfied
Loyal Customer,18,Personal Travel,Eco,250,1,1,3,neutral or dissatisfied
Loyal Customer,52,Personal Travel,Eco,197,3,3,5,neutral or dissatisfied
Loyal Customer,51,Business travel,Eco,151,4,5,4,satisfied
Loyal Customer,17,Personal Travel,Eco Plus,689,2,2,3,neutral or dissatisfied
Loyal Customer,30,Business travel,Business,1631,3,5,3,neutral or dissatisfied
Loyal Customer,39,Business travel,Business,670,1,1,2,satisfied
Loyal Customer,24,Personal Travel,Eco,374,2,2,5,neutral or dissatisfied
Loyal Customer,46,Business travel,Business,3492,3,1,3,neutral or dissatisfied
disloyal Customer,25,Business travel,Eco,946,1,1,4,neutral or dissatisfied
Loyal Customer,44,Business travel,Business,1889,2,1,3,satisfied
Loyal Customer,31,Personal Travel,Eco,1124,4,5,1,neutral or dissatisfied
Loyal Customer,48,Personal Travel,Eco,214,3,3,4,neutral or dissatisfied
Loyal Customer,67,Personal Travel,Eco,2442,2,2,2,neutral or dissatisfied
disloyal Customer,26,Business travel,Business,802,3,3,1,neutral or dissatisfied
Loyal Customer,55,Business travel,Eco,199,5,4,5,satisfied
Loyal Customer,70,Personal Travel,Eco,268,4,0,4,neutral or dissatisfied
Loyal Customer,59,Business travel,Business,3621,4,4,5,satisfied
Loyal Customer,43,Business travel,Eco,803,5,3,5,satisfied
Loyal Customer,60,Business travel,Business,1542,4,4,1,satisfied
disloyal Customer,20,Business travel,Eco,489,4,4,3,satisfied
Loyal Customer,34,Personal Travel,Eco,944,3,2,3,neutral or dissatisfied
Loyal Customer,57,Business travel,Business,1723,5,1,5,satisfied
Loyal Customer,54,Personal Travel,Eco,391,0,0,3,satisfied
Loyal Customer,29,Business travel,Business,484,1,2,5,satisfied
Loyal Customer,32,Personal Travel,Eco,961,1,2,2,neutral or dissatisfied
Loyal Customer,49,Personal Travel,Eco Plus,1814,2,2,3,neutral or dissatisfied
Loyal Customer,24,Business travel,Business,1011,1,5,3,satisfied
Loyal Customer,56,Personal Travel,Eco Plus,372,3,5,4,neutral or dissatisfied
Loyal Customer,24,Personal Travel,Eco,522,4,4,4,satisfied
Loyal Customer,29,Business travel,Eco Plus,222,5,5,5,satisfied
Loyal Customer,35,Business travel,Business,397,1,0,1,neutral or dissatisfied
Loyal Customer,32,Business travel,Business,3942,1,1,5,satisfied
Loyal Customer,43,Business travel,Business,3245,0,0,5,satisfied
Loyal Customer,58,Business travel,Business,1543,2,2,4,neutral or dissatisfied
Loyal Customer,70,Personal Travel,Eco,594,5,5,5,satisfied
Loyal Customer,48,Business travel,Business,596,2,4,5,satisfied
Loyal Customer,50,Business travel,Business,1744,2,2,2,satisfied
Loyal Customer,48,Personal Travel,Eco,951,2,2,2,neutral or dissatisfied
Loyal Customer,36,Business travel,Business,702,3,3,5,satisfied
Loyal Customer,46,Business travel,Business,349,5,5,4,satisfied
Loyal Customer,38,Business travel,Business,836,3,3,3,neutral or dissatisfied
Loyal Customer,44,Business travel,Eco Plus,1050,5,1,4,satisfied
Loyal Customer,25,Business travel,Eco,289,4,3,4,satisfied
disloyal Customer,20,Business travel,Eco,861,4,4,2,satisfied
Loyal Customer,49,Business travel,Business,2712,2,2,4,satisfied
